Title,Published,Type,Available In,Hardcover,Paperback,Ebook,Audiobook,Movie,Miniseries
"=HYPERLINK(""https://www.stephenking.com/works/short/cat-from-hell.html"", ""The Cat from Hell"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/gingerbread-girl.html"", ""The Gingerbread Girl"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/graduation-afternoon.html"", ""Graduation Afternoon"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/harveys-dream.html"", ""Harvey's Dream"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/mute.html"", ""Mute"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/n.html"", ""N."")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/new-york-times-at-special-bargain-rates.html"", ""The New York Times at Special Bargain Rates"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/rest-stop.html"", ""Rest Stop"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/stationary-bike.html"", ""Stationary Bike"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/things-they-left-behind.html"", ""The Things They Left Behind"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/willa.html"", ""Willa"")",2008-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/just-after-sunset.html"", ""Just After Sunset"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/best-science-fiction-and-fantasy-of-the-year.html"", ""The Best Science Fiction and Fantasy of the Year"")",2008-12-01,Anthology,,,Yes,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/in-the-shadow-of-the-master.html"", ""In the Shadow of the Master"")",2008-12-01,Anthology,,Yes,Yes,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/genius-of-the-tell-tale-heart.html"", ""The Genius of """"The Tell-Tale Heart"""""")",2008-12-01,Essay,"=HYPERLINK(""https://www.stephenking.com/works/anthology/in-the-shadow-of-the-master.html"", ""In the Shadow of the Master"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/collection/stephen-king-goes-to-the-movies.html"", ""Stephen King Goes to the Movies"")",2009-01-01,Story Collection,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/postscripts.html"", ""PostScripts"")",2009-02-01,Anthology,,,Yes,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/he-is-legend.html"", ""He is Legend"")",2009-03-01,Anthology,,Yes,,,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/interview/35-scary-years-with-stephen-king.html"", ""35 Scary Years with Stephen King"")",2009-03-01,Interview,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/throttle.html"", ""Throttle"")",2009-03-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/anthology/he-is-legend.html"", ""He is Legend"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/under-the-dome.html"", ""Under the Dome"")",2009-11-01,Novel,,Yes,Yes,,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/darkness.html"", ""Darkness"")",2009-12-01,Anthology,,,Yes,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/shivers-vi.html"", ""Shivers VI"")",2009-12-01,Anthology,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/very-best-of-best-new-horror.html"", ""The Very Best of Best New Horror"")",2009-12-01,Anthology,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/limited/blockade-billy.html"", ""Blockade Billy"")",2009-12-01,Limited Edition,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/limited/secretary-of-dreams-vol-2.html"", ""The Secretary of Dreams, Vol. 2"")",2010-10-01,Limited Edition,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/collection/full-dark-no-stars.html"", ""Full Dark, No Stars"")",2010-11-01,Story Collection,,Yes,Yes,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/short/1922.html"", ""1922"")",2010-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/full-dark-no-stars.html"", ""Full Dark, No Stars"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/a-good-marriage.html"", ""A Good Marriage"")",2010-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/full-dark-no-stars.html"", ""Full Dark, No Stars"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/big-driver.html"", ""Big Driver"")",2010-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/full-dark-no-stars.html"", ""Full Dark, No Stars"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/fair-extension.html"", ""Fair Extension"")",2010-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/full-dark-no-stars.html"", ""Full Dark, No Stars"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/centurys-best-horror-fiction-volume-two.html"", ""The Century's Best Horror Fiction Volume Two"")",2010-12-01,Anthology,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/light-speed-year-one.html"", ""Light Speed: Year One"")",2010-12-01,Anthology,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/weird.html"", ""The Weird"")",2010-12-01,Anthology,,,,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/zombies!-zombies!-zombies!.html"", ""Zombies! Zombies! Zombies!"")",2010-12-01,Anthology,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/interview/screem-22.html"", ""SCREEM #22"")",2011-04-01,Interview,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/a-book-of-horrors.html"", ""A Book of Horrors"")",2011-09-01,Anthology,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/11-22-63.html"", ""11/22/63"")",2011-11-08,Novel,,Yes,Yes,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/limited/dark-tower-the-wind-through-the-keyhole.html"", ""The Dark Tower: The Wind Through the Keyhole"")",2012-02-01,Limited Edition,,Yes,Yes,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/mammoth-book-of-body-horror.html"", ""The Mammoth Book of Body Horror"")",2012-03-01,Anthology,,,Yes,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/chronicles-of-harris-burdick.html"", ""The Chronicles of Harris Burdick"")",2012-10-01,Anthology,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/shivers-vii.html"", ""Shivers VII"")",2012-12-01,Anthology,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/nonfiction/guns.html"", ""GUNS"")",2013-01-01,Nonfiction,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/hard-listening.html"", ""Hard Listening"")",2013-06-01,Anthology,,,,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/just-a-little-talent.html"", ""Just A Little Talent"")",2013-06-01,Essay,"=HYPERLINK(""https://www.stephenking.com/works/anthology/hard-listening.html"", ""Hard Listening"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/limited/joyland.html"", ""Joyland"")",2013-06-01,Limited Edition,,Yes,Yes,,,,
"=HYPERLINK(""https://www.stephenking.com/works/limited/doctor-sleep.html"", ""Doctor Sleep"")",2013-09-01,Limited Edition,,Yes,,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/qualia-nous.html"", ""Qualia Nous"")",2013-12-01,Anthology,,,Yes,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/turn-down-the-lights.html"", ""Turn Down the Lights"")",2013-12-01,Anthology,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/mr-mercedes.html"", ""Mr. Mercedes"")",2014-06-01,Novel,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/woman-an-anthology.html"", ""Woman - An Anthology"")",2014-10-01,Anthology,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/revival.html"", ""Revival"")",2014-11-01,Novel,,Yes,,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/dark-screams-volume-one.html"", ""Dark Screams: Volume One"")",2014-12-01,Anthology,,,,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/weeds.html"", ""Weeds"")",2014-12-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/anthology/dark-screams-volume-one.html"", ""Dark Screams: Volume One"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/finders-keepers.html"", ""Finders Keepers"")",2015-06-02,Novel,,Yes,Yes,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/joyland-illustrated-edition.html"", ""Joyland Illustrated Edition"")",2015-09-01,Novel,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/interview/prime-mover-stephen-and-tabitha-king.html"", ""Prime Mover: Stephen and Tabitha King"")",2015-10-01,Interview,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",2015-11-01,Story Collection,,Yes,Yes,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/novella/ur.html"", ""UR"")",2015-11-01,Novella,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/poem/bone-church.html"", ""The Bone Church"")",2015-11-01,Poem,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/poem/tommy.html"", ""Tommy"")",2015-11-01,Poem,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/a-death.html"", ""A Death"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/afterlife.html"", ""Afterlife"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/bad-little-kid.html"", ""Bad Little Kid"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/batman-and-robin-have-an-altercation.html"", ""Batman and Robin Have An Altercation"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/drunken-fireworks.html"", ""Drunken Fireworks"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/dune.html"", ""The Dune"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/herman-wouk-is-still-alive.html"", ""Herman Wouk is Still Alive"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/little-green-god-of-agony.html"", ""Little Green God of Agony"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/mile-81.html"", ""Mile 81"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/mister-yummy.html"", ""Mister Yummy"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/morality.html"", ""Morality"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/obits.html"", ""Obits"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/premium-harmony.html"", ""Premium Harmony"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/summer-thunder.html"", ""Summer Thunder"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/that-bus-is-another-world.html"", ""That Bus Is Another World"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/under-the-weather.html"", ""Under the Weather"")",2015-11-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/bazaar-of-bad-dreams.html"", ""The Bazaar of Bad Dreams"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/chiral-mad.html"", ""Chiral Mad"")",2015-12-01,Anthology,,,Yes,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/end-of-watch.html"", ""End of Watch"")",2016-06-07,Novel,,Yes,Yes,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/hearts-in-suspension.html"", ""Hearts in Suspension"")",2016-11-01,Anthology,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/five-to-one-one-in-five.html"", ""Five to One, One in Five"")",2016-11-01,Essay,"=HYPERLINK(""https://www.stephenking.com/works/anthology/hearts-in-suspension.html"", ""Hearts in Suspension"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/in-sunlight-or-in-shadow-stories-inspired-by-the-paintings-of-edward-hopper.html"", ""In Sunlight or in Shadow: Stories Inspired by the Paintings of Edward Hopper"")",2016-12-01,Anthology,,Yes,,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/killer-crimes.html"", ""Killer Crimes"")",2016-12-01,Anthology,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/music-room.html"", ""The Music Room"")",2016-12-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/anthology/in-sunlight-or-in-shadow-stories-inspired-by-the-paintings-of-edward-hopper.html"", ""In Sunlight or in Shadow: Stories Inspired by the Paintings of Edward Hopper"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novella/gwendys-button-box.html"", ""Gwendy's Button Box"")",2017-05-16,Novella,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/sleeping-beauties.html"", ""Sleeping Beauties"")",2017-09-26,Novel,,Yes,,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/shining-in-the-dark.html"", ""Shining in the Dark"")",2018-03-01,Anthology,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/blue-air-compressor.html"", ""The Blue Air Compressor"")",2018-03-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/anthology/shining-in-the-dark.html"", ""Shining in the Dark"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/outsider.html"", ""The Outsider"")",2018-05-01,Novel,,Yes,,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/anthology/flight-or-fright.html"", ""Flight or Fright"")",2018-09-01,Anthology,,Yes,,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/novella/elevation.html"", ""Elevation"")",2018-10-30,Novella,,Yes,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/institute.html"", ""The Institute"")",2019-09-01,Novel,,Yes,,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/collection/if-it-bleeds.html"", ""If It Bleeds"")",2020-04-01,Story Collection,,Yes,,,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/novella/life-of-chuck.html"", ""The Life of Chuck"")",2020-04-01,Novella,"=HYPERLINK(""https://www.stephenking.com/works/collection/if-it-bleeds.html"", ""If It Bleeds"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novella/mr-harrigans-phone.html"", ""Mr. Harrigan's Phone"")",2020-04-01,Novella,"=HYPERLINK(""https://www.stephenking.com/works/collection/if-it-bleeds.html"", ""If It Bleeds"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novella/rat.html"", ""Rat"")",2020-04-01,Novella,"=HYPERLINK(""https://www.stephenking.com/works/collection/if-it-bleeds.html"", ""If It Bleeds"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/later.html"", ""Later"")",2021-03-02,Novel,,Yes,Yes,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/billy-summers.html"", ""Billy Summers"")",2021-08-03,Novel,,Yes,,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/gwendys-final-task.html"", ""Gwendy's Final Task"")",2022-02-15,Novel,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/fairy-tale.html"", ""Fairy Tale"")",2022-09-06,Novel,,Yes,,Yes,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/holly.html"", ""Holly"")",2023-09-05,Novel,,Yes,,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",2024-05-01,Story Collection,,,,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/short/answer-man.html"", ""The Answer Man"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/danny-coughlins-bad-dream.html"", ""Danny Coughlin's Bad Dream"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/dreamers.html"", ""The Dreamers"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/fifth-step.html"", ""The Fifth Step"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/finn.html"", ""Finn"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/laurie.html"", ""Laurie"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/on-slide-inn-road.html"", ""On Slide Inn Road"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/rattlesnakes.html"", ""Rattlesnakes"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/red-screen.html"", ""Red Screen"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/turbulence-expert.html"", ""The Turbulence Expert"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/two-talented-bastids.html"", ""Two Talented Bastids"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/willie-the-weirdo.html"", ""Willie the Weirdo"")",2024-05-01,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/collection/you-like-it-darker.html"", ""You Like It Darker"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/novel/never-flinch.html"", ""Never Flinch"")",2025-05-27,Novel,,Yes,,Yes,Yes,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/best-book-you-can-t-read.html"", ""The Best Book You Can't Read"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/book-banners-adventure-in-censorship-is-stranger-than-fiction.html"", ""The Book-Banners: Adventure in Censorship is Stranger Than Fiction"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/fenway-and-the-great-white-whale.html"", ""Fenway and the Great White Whale"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/most-overrated-rock-band.html"", ""Most Overrated Rock Band"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/on-the-shining-and-other-perpetrations.html"", ""On The Shining and Other Perpetrations"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/peter-straub-an-informal-appreciation.html"", ""Peter Straub: An Informal Appreciation"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/ring.html"", ""The Ring"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/special-makeup-effects-and-the-writer.html"", ""Special Makeup Effects and the Writer"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/weapon.html"", ""The Weapon"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/essay/whats-scary.html"", ""What's Scary"")",0000-00-00,Essay,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/poem/mostly-old-men.html"", ""Mostly Old Men"")",0000-00-00,Poem,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/a-face-in-the-crowd.html"", ""A Face in the Crowd"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/before-the-play.html"", ""Before the Play"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/cookie-jar.html"", ""Cookie Jar"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/extra-hour.html"", ""The Extra Hour"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/fathers-day.html"", ""Father's Day"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/glass-floor.html"", ""The Glass Floor"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/in-the-tall-grass.html"", ""In the Tall Grass"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/jumper.html"", ""Jumper"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/lonesome-death-of-jordy-verrill.html"", ""The Lonesome Death of Jordy Verrill"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/man-with-a-belly.html"", ""Man With a Belly"")",0000-00-00,Short Story,"=HYPERLINK(""https://www.stephenking.com/works/anthology/killer-crimes.html"", ""Killer Crimes"")",,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/memory.html"", ""Memory"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/old-dudes-ticker.html"", ""The Old Dude's Ticker"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/something-to-tide-you-over.html"", ""Something to Tide You Over"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/they-re-creeping-up-on-you.html"", ""They're Creeping Up on You"")",0000-00-00,Short Story,,,,,,,
"=HYPERLINK(""https://www.stephenking.com/works/short/thin-scenery.html"", ""Thin Scenery"")",0000-00-00,Short Story,,,,,,,
